0.026,0.0325,0.0185,0.0045,0.001
0.0375,0.0875,0.077,0.0305,0.007
0.0205,0.0855,0.1305,0.087,0.0215
0.005,0.0345,0.081,0.0885,0.038
0.001,0.0065,0.0175,0.0365,0.0245
